x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,cost
0.9590296290700372,0.10071029316373203,0.8497158368186986,1.0139227878293402,0.655219499855495,-1.663300923357477,-1.2409286664009846,-1.5206861140832086,-0.4861264423390505,-0.8145225952667081,-0.5203353759605879,1.2217133734084247,0.15355103001157624,1.8505989092983215,1.7958968247694072,-0.5175124616004877,-1.1501727291301096,-0.558281042189095,-0.33786205649428974,0.35000252106421764,87.77
1.053249199423377,-0.2108289947021722,0.44272480611719023,0.501145831113141,-0.44698761368212525,1.2671973333652584,0.4028420589668785,1.908755883215309,0.7015531505975765,1.1681130989428472,2.1617021461697252,1.1152125314311299,1.2827794466003661,0.511162804753734,-0.7834633385241396,0.9721478645554048,-0.13724322094917465,0.12542631621393951,-0.14713214921840817,0.8144417092895,98.92
0.8648556668658736,1.2122414531537717,1.0109452589713843,1.0038180839662818,-0.1597064065644991,2.168114689372653,2.404365187811957,0.4510558023292797,1.4996139512841864,0.7734430616519822,0.18717002198120714,1.1688388377140702,2.4067114347491816,0.7961270737099304,0.47315999612635523,0.46009465913739545,-0.4195036634125888,1.8151103431314417,-0.6736354337250758,-0.5166661268242083,93.74
0.2204456493553073,-1.4451895292726182,-0.38387443192760334,-0.7603792612218945,-0.3643317088244707,0.7417346270571665,0.8404185142298732,0.7919264112341657,-0.6206250632594698,-0.6792197089383702,-0.4383940036486075,-0.10762413990154762,-0.9385584292567948,-1.4941171008557141,0.12912915081862586,-0.19239610882621969,0.7625094814729027,0.16303681543884035,-0.5686277763845401,-2.6922644029603386,89.87
-1.1111052483431794,-1.639907613175413,-0.20727140298885155,-0.7496191940910766,-1.1756108911985172,-0.8889549086887396,-1.099730202402513,0.03016349858618916,0.714527066207517,-0.42304517495278815,2.348712776860788,0.3495371415751125,0.4070386215122906,0.8680227259112236,0.05511935746396616,-0.09856918645164015,0.016731941269527956,-0.7234663708230953,0.47085649174419625,-1.0969546406811148,98.97
-1.2699929064435678,-2.016725006196464,-1.8202936053148573,-1.8644429437555912,-2.300854444938951,-0.045277830923484974,0.5414639071373271,0.25375869336979745,0.6661786540330195,-0.9173348030272371,-0.41275373971158535,-0.03937207665452752,-1.083331930069865,-0.4473824756391683,-0.07033420003715185,-0.3371396374808038,-1.2336868713360967,0.5809549309974098,1.3013367189006564,-1.25547507523776,88.86
-1.0488932348895401,-0.027941420041857068,0.4758227759404903,-0.00993169459045709,-0.9849120233947511,-0.10592314369407713,-1.2335361289819733,-0.21173200518735588,-0.7092115053032613,-2.113220188332647,-0.9966805098679054,-1.2741726675933447,-2.6288182981063164,-2.065956564290222,-0.813117181035039,1.0995341769722995,-0.42054939555296506,-0.8097129865004228,0.036709128550896405,-0.6372107776897248,89.65
0.2701683523718307,1.7119554796279608,0.8675170278607055,-0.17001027404480396,1.1334530350629175,-0.02573259753795748,0.9592419759062483,-1.3565939375202762,1.0370884920151084,0.34079681493466046,-1.0165946354887825,0.8057558318736853,-0.08288779438073465,1.0746810410161274,-0.12417015928964945,0.7443331999564199,-1.0995433555482226,-0.16514776724141575,-0.5948948196705396,-0.3909161519273418,93.42
-0.8426836260915682,-1.2557173200930531,-0.5871890255683799,-0.968911383692167,-0.8110810425399874,1.2894454072230934,0.8344998341823969,-0.14682163821927155,1.0891586536940205,1.4478650228854169,0.5190926390762566,0.5008764940231057,-0.4492931845426012,-0.33735886795572356,0.37696732290630686,-0.09895564898945898,0.9122916355471942,0.836162359017029,-0.6652882954860969,0.9944219720464087,96.13
-0.7127326297097905,-0.8434555890075863,-0.2031398526273715,-1.1856250520014502,-0.998799462541316,-1.051511437382535,-0.881142697467292,-1.6587077253528688,-0.7478144000516173,-1.5473025485381537,-0.6509869765896842,-0.6348917586255789,-0.7505304566901868,0.2534164105938407,-0.9987848958452843,-0.9117389657335905,-0.12420742291225051,-0.8338932444940147,0.716171020744132,-1.4230196632892038,94.82
-0.25180896242727024,0.7864311458963591,1.4609879815235696,-0.031810241501900746,-0.9252979346199837,0.8024977087331224,-0.028854664960642873,-0.17053504866640526,0.17976407201258507,0.12350961423483137,-1.7730859990141878,-0.6589361520669682,0.6652380894093872,0.8375711569661712,0.9773289913782843,1.252460469262512,0.8985762964865714,1.4163392735423677,-0.46372414490418945,-0.6110093376578883,97.62
