x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y,cost
0.6525906289097014,0.6864655256235221,0.626047189019009,1.3258123001133275,1.0496703660680655,-0.3989284583986328,0.6467992504483377,-0.5873493379523085,0.9754287521431649,-0.053811847662543,-0.5103274349696583,1.1287154720923886,1.7953769773851567,-0.21143211307899343,-0.5633435623522509,-1.353848867425543,-1.41006994015072,0.26779043718074647,1.9315759412346813,-1.6180367029769749,1,98.76
1.0475643724895256,0.961043286279601,0.9036704090908654,0.6461900743263461,0.9745907994159193,0.9180895300615156,-0.15781901131987508,-0.6366519053155776,0.9844371582818399,0.16134214517475792,-1.5081303166318432,-1.6766225710823184,-1.1806364420089288,0.05455972915103846,0.5710251572329346,-0.5793772518337446,-1.7212649697468119,-0.39936088192148467,-0.6164746520920258,0.3791811522333948,0,85.36
-0.14752148779881918,0.0965828496305608,-0.0018865680014722164,-0.26887884441482185,0.4000781022387741,0.9433066816858375,1.4264811835062245,1.4257517663522217,1.2213507646019626,0.5918296552919852,1.7022407136375413,0.09532949588655082,-0.642176540586735,1.4922067762794293,1.1564008609051348,-0.8610441975516607,0.6654449167594445,0.2768838246989295,-0.5625674790998628,1.902250480506439,0,87.85
0.19038724817411923,-0.3153225078430202,-0.12080796311086518,0.47693450201533355,0.34494676773600114,1.2368328529769084,1.1875560197817498,1.1418436418920952,-0.8640745965284494,-0.0015863345867161323,-1.7316498191508591,-0.9282172855755827,-1.1317854420662663,-0.3095900079062807,-0.8107404393738422,0.9726783424650137,-0.430806717748039,-1.233673407085773,-0.9899631249827743,0.601874266947382,0,90.12
2.6450855889692,2.324285925812384,2.4662858765280995,2.22346102369627,1.4532091125767514,-3.130012431690117,-2.32900895979332,-1.821474925590445,-1.8899070190946592,-0.8935060581531117,-0.9129199003919446,-1.0463873561748571,-0.3983766393929977,-1.2582851654921545,0.577306573506648,0.6191457712958136,-0.329038718826338,0.7535749187156602,2.7312275964142847,1.7323497004047352,1,90.75
-0.723612149599821,-0.8702946200425923,-0.6908159077902079,-1.417259205087069,-0.8337726542919667,0.8197870528932582,-0.3403813066817252,-0.22100657488893105,-0.20806981125529445,0.09457836463548844,-0.6901234995605028,-0.4998835778090348,-1.269595572509205,1.4035199970608387,-0.05542118652872419,1.385445672409452,1.5633094656921194,0.2892610206568384,-0.7216662168355267,-0.14686955337995028,1,99.95
0.3736515605582405,0.20904074120549443,-0.44628068907415613,-0.7184868677567493,-0.5064539916935915,-1.2264307206075862,-0.80465139103099,-1.0117361129057467,-0.26693485483122625,-0.22818579920695825,-0.5865797673151227,-0.9079095159762272,1.648435565499386,-0.6879131705565892,-1.3720155524753752,-1.4872703699784553,-2.5958735346540482,0.6751360771007617,1.3335049208038732,-0.2728682414275878,0,92.42
-2.6339949426179574,-2.1696143359585562,-2.4293558324648554,-1.9499936947558734,-1.3490449603941914,-0.16846428242082895,0.6622929528102766,-0.04942175927804848,-0.1826333416567183,0.4528944852585848,-0.27264580625548224,-0.45483130513265935,-0.18370616055757594,-0.757055283168128,0.9929085366968584,0.6391926760888459,-0.9424696846611963,-0.7751351035085838,-1.2200080568157,1.1474896119506388,0,85.32
-0.02642702320398277,-0.8984909487196273,-0.683752877140394,-0.818997774261538,-0.5590412526313145,0.17936107449139735,-0.5487018777135779,0.475589205686537,-1.4432480105706738,-1.0248397350396237,0.0653528710761524,0.12029539008602988,1.5218034809649543,-0.39621617041066526,0.1714323280523531,0.37473487271183914,-0.051621515680882524,-1.009899234429198,1.4017762958735314,0.5053996700623726,0,97.83
0.03411661727086057,-0.6186009626860682,0.7433785443527449,0.9437177164638192,0.8456385442387406,-0.5002637940320257,-0.010903499740779615,-0.04219396778246642,0.35169537933242023,0.4058759353319365,0.2689869066290168,0.7545886695403338,1.1039535014781632,-0.43916873031086723,-0.549013739876509,0.37018786739262155,0.6389545460964878,-1.6365587630626623,0.33222337659177154,0.8010374749874334,0,90.26
